Issue Key,Tipo de Problema,Rework Score,Reopen Count,Backward Moves,QA Returns,Revisitas Status,Conformance Score,Conforme Basico,Lead Time Fluxo (dias),Done Final Author,Done Final Date,Variant
W1NNR-1149,Tarefa,0,0,0,0,0,0.6667,Nao,61.8518,Lara Junqueira Alvarenga,2025-09-03 14:27:17,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1150,Tarefa,0,0,0,0,0,0.6667,Nao,55.8575,Lara Junqueira Alvarenga,2025-09-03 14:27:19,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1151,Tarefa,0,0,0,0,0,0.6667,Nao,50.8258,Lara Junqueira Alvarenga,2025-09-03 14:27:17,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1156,Tarefa,0,0,0,0,0,0.6667,Nao,8.1531,Lorraine Caribe,2025-07-11 23:53:15,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1157,Tarefa,0,0,0,0,0,0.6667,Nao,9.7907,Lara Junqueira Alvarenga,2025-07-21 14:50:28,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1162,Tarefa,0,0,0,0,0,0.6667,Nao,14.5932,Thaís Cabral,2025-07-30 02:55:14,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1163,Tarefa,0,0,0,0,0,0.6667,Nao,7.1372,Eder Afonso,2025-07-14 16:03:05,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1166,Tarefa,0,0,0,0,0,0.6667,Nao,53.7622,Lara Junqueira Alvarenga,2025-09-03 14:27:47,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1167,Tarefa,0,0,0,0,0,0.6667,Nao,35.7541,Thaís Cabral,2025-08-12 13:01:36,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1169,Tarefa,0,0,0,0,0,0.6667,Nao,35.7612,Thaís Cabral,2025-08-12 13:01:37,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1170,Tarefa,0,0,0,0,0,0.6667,Nao,35.7281,Thaís Cabral,2025-08-12 13:01:38,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1171,Tarefa,0,0,0,0,0,0.6667,Nao,34.6962,Thaís Cabral,2025-08-12 13:01:39,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1188,Tarefa,0,0,0,0,0,0.6667,Nao,53.8632,Lara Junqueira Alvarenga,2025-09-03 14:27:35,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1189,Tarefa,0,0,0,0,0,0.6667,Nao,53.7686,Lara Junqueira Alvarenga,2025-09-03 14:27:35,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1192,Tarefa,0,0,0,0,0,0.6667,Nao,50.8475,Lara Junqueira Alvarenga,2025-09-03 14:27:35,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1193,Tarefa,0,0,0,0,0,0.6667,Nao,22.7307,Thaís Cabral,2025-08-07 12:37:39,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1194,Tarefa,0,0,0,0,0,0.6667,Nao,49.8529,Lara Junqueira Alvarenga,2025-09-03 14:27:35,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1195,Tarefa,0,0,0,0,0,0.6667,Nao,49.8294,Lara Junqueira Alvarenga,2025-09-03 14:27:36,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1199,Tarefa,0,0,0,0,0,0.6667,Nao,48.7813,Lara Junqueira Alvarenga,2025-09-03 14:27:36,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1202,Tarefa,0,0,0,0,0,0.6667,Nao,47.7814,Lara Junqueira Alvarenga,2025-09-03 14:27:36,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1209,Tarefa,0,0,0,0,0,0.6667,Nao,15.9187,Thaís Cabral,2025-08-07 12:38:12,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1214,Tarefa,0,0,0,0,0,0.6667,Nao,41.3963,Lara Junqueira Alvarenga,2025-09-03 14:27:36,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1215,Tarefa,0,0,0,0,0,0.6667,Nao,41.3962,Lara Junqueira Alvarenga,2025-09-03 14:27:36,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1231,Tarefa,0,0,0,0,0,0.6667,Nao,32.6141,Lara Junqueira Alvarenga,2025-09-03 14:27:37,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1238,Tarefa,0,0,0,0,0,0.6667,Nao,33.8695,Lara Junqueira Alvarenga,2025-09-03 14:27:18,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1239,Tarefa,0,0,0,0,0,0.6667,Nao,32.8481,Lara Junqueira Alvarenga,2025-09-03 14:26:24,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1240,Tarefa,0,0,0,0,0,0.6667,Nao,33.8851,Lara Junqueira Alvarenga,2025-09-03 14:27:18,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1242,Tarefa,0,0,0,0,0,0.6667,Nao,25.7508,Lara Junqueira Alvarenga,2025-09-03 14:27:18,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1246,Tarefa,0,0,0,0,0,0.6667,Nao,32.8288,Lara Junqueira Alvarenga,2025-09-03 14:26:59,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1248,Tarefa,0,0,0,0,0,0.6667,Nao,32.7377,Lara Junqueira Alvarenga,2025-09-03 14:27:18,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1253,Tarefa,0,0,0,0,0,0.6667,Nao,32.7724,Lara Junqueira Alvarenga,2025-09-03 14:28:28,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1254,Tarefa,0,0,0,0,0,0.6667,Nao,28.0198,Lara Junqueira Alvarenga,2025-09-03 14:26:26,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1260,Tarefa,0,0,0,0,0,0.6667,Nao,29.7792,Lara Junqueira Alvarenga,2025-09-03 14:28:28,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1262,Tarefa,0,0,0,0,0,0.6667,Nao,28.7762,Lara Junqueira Alvarenga,2025-09-03 14:26:59,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1263,Tarefa,0,0,0,0,0,0.6667,Nao,24.0455,Lara Junqueira Alvarenga,2025-09-12 18:41:06,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1264,Tarefa,0,0,0,0,0,0.6667,Nao,24.0455,Lara Junqueira Alvarenga,2025-09-12 18:41:07,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1265,Tarefa,0,0,0,0,0,0.6667,Nao,16.2293,Lara Junqueira Alvarenga,2025-09-12 18:41:07,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1266,Tarefa,0,0,0,0,0,0.6667,Nao,13.8866,Lara Junqueira Alvarenga,2025-09-12 18:41:07,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1267,Tarefa,0,0,0,0,0,0.6667,Nao,11.1264,Lara Junqueira Alvarenga,2025-09-12 18:41:07,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1268,Tarefa,0,0,0,0,0,0.6667,Nao,14.2521,Lara Junqueira Alvarenga,2025-09-12 18:41:07,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1269,Tarefa,0,0,0,0,0,0.6667,Nao,13.0734,Lorraine Caribe,2025-08-18 20:16:03,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1270,Tarefa,0,0,0,0,0,0.6667,Nao,12.7405,Lorraine Caribe,2025-08-18 20:16:01,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1271,Tarefa,0,0,0,0,0,0.6667,Nao,12.0682,Lorraine Caribe,2025-08-18 20:16:05,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1272,Tarefa,0,0,0,0,0,0.6667,Nao,7.0557,Lorraine Caribe,2025-08-18 20:16:06,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1273,Tarefa,0,0,0,0,0,0.6667,Nao,7.0258,Lorraine Caribe,2025-08-18 20:16:04,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1274,Tarefa,0,0,0,0,0,0.6667,Nao,27.8619,Lara Junqueira Alvarenga,2025-09-03 14:27:18,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1277,Tarefa,0,0,0,0,0,0.6667,Nao,27.8102,Lara Junqueira Alvarenga,2025-09-03 14:26:27,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1279,Tarefa,0,0,0,0,0,0.6667,Nao,27.804,Lara Junqueira Alvarenga,2025-09-03 14:26:28,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1284,Tarefa,0,0,0,0,0,0.6667,Nao,22.8648,Lara Junqueira Alvarenga,2025-09-03 14:27:37,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1312,Tarefa,0,0,0,0,0,0.6667,Nao,18.858,Lara Junqueira Alvarenga,2025-09-03 14:28:29,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1313,Tarefa,0,0,0,0,0,0.6667,Nao,19.7303,Lara Junqueira Alvarenga,2025-09-03 14:28:29,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1314,Tarefa,0,0,0,0,0,0.6667,Nao,19.745,Lara Junqueira Alvarenga,2025-09-03 14:28:35,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1325,Tarefa,0,0,0,0,0,0.6667,Nao,12.7907,Lara Junqueira Alvarenga,2025-09-03 14:26:59,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1326,Tarefa,0,0,0,0,0,0.6667,Nao,14.8697,Lara Junqueira Alvarenga,2025-09-03 14:26:59,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1327,Tarefa,0,0,0,0,0,0.6667,Nao,6.1656,Eder Afonso,2025-08-25 17:15:21,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1328,Tarefa,0,0,0,0,0,0.6667,Nao,19.9796,Thaís Cabral,2025-09-08 12:47:29,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1329,Tarefa,0,0,0,0,0,0.6667,Nao,12.8863,Lara Junqueira Alvarenga,2025-09-03 14:28:35,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1333,Tarefa,0,0,0,0,0,0.6667,Nao,14.808,Lara Junqueira Alvarenga,2025-09-03 14:28:35,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1338,Tarefa,0,0,0,0,0,0.6667,Nao,13.5896,Lara Junqueira Alvarenga,2025-09-03 14:26:29,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1339,Tarefa,0,0,0,0,0,0.6667,Nao,13.6296,Lara Junqueira Alvarenga,2025-09-03 14:26:59,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1340,Tarefa,0,0,0,0,0,0.6667,Nao,13.8421,Lara Junqueira Alvarenga,2025-09-03 14:28:36,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1341,Tarefa,0,0,0,0,0,0.6667,Nao,13.6242,Lara Junqueira Alvarenga,2025-09-03 14:27:00,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1345,Tarefa,0,0,0,0,0,0.6667,Nao,13.6133,Lara Junqueira Alvarenga,2025-09-03 14:28:36,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1346,Tarefa,0,0,0,0,0,0.6667,Nao,13.5859,Lara Junqueira Alvarenga,2025-09-03 14:27:00,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1347,Tarefa,0,0,0,0,0,0.6667,Nao,13.0266,Lara Junqueira Alvarenga,2025-09-03 14:28:36,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1351,Tarefa,0,0,0,0,0,0.6667,Nao,12.6769,Lara Junqueira Alvarenga,2025-09-03 14:31:19,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1352,Tarefa,0,0,0,0,0,0.6667,Nao,12.0533,Lara Junqueira Alvarenga,2025-09-03 14:31:19,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1356,Tarefa,0,0,0,0,0,0.6667,Nao,11.6763,Lara Junqueira Alvarenga,2025-09-03 14:31:19,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1357,Tarefa,0,0,0,0,0,0.6667,Nao,9.075,Lara Junqueira Alvarenga,2025-09-03 14:31:19,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1359,Tarefa,0,0,0,0,0,0.6667,Nao,9.019,Lara Junqueira Alvarenga,2025-09-03 14:31:20,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1360,Tarefa,0,0,0,0,0,0.6667,Nao,9.0032,Lara Junqueira Alvarenga,2025-09-03 14:31:20,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1362,Tarefa,0,0,0,0,0,0.6667,Nao,7.8632,Lara Junqueira Alvarenga,2025-09-03 14:27:19,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1364,Tarefa,0,0,0,0,0,0.6667,Nao,6.0688,Lara Junqueira Alvarenga,2025-09-03 14:27:19,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1366,Tarefa,0,0,0,0,0,0.6667,Nao,7.9374,Lara Junqueira Alvarenga,2025-09-03 14:31:20,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1372,Tarefa,0,0,0,0,0,0.6667,Nao,7.7536,Lara Junqueira Alvarenga,2025-09-03 14:31:52,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1374,Tarefa,0,0,0,0,0,0.6667,Nao,7.7827,Lara Junqueira Alvarenga,2025-09-03 14:31:50,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1375,Tarefa,0,0,0,0,0,0.6667,Nao,7.7669,Lara Junqueira Alvarenga,2025-09-03 14:31:49,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1390,Tarefa,0,0,0,0,0,0.6667,Nao,8.8032,Thaís Cabral,2025-09-08 12:47:30,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1391,Tarefa,0,0,0,0,0,0.6667,Nao,23.1098,Lara Junqueira Alvarenga,2025-09-23 12:51:53,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1400,Tarefa,0,0,0,0,0,0.6667,Nao,0.928,Lara Junqueira Alvarenga,2025-09-03 14:27:37,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1401,Tarefa,0,0,0,0,0,0.6667,Nao,0.9269,Lara Junqueira Alvarenga,2025-09-03 14:27:00,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1402,Tarefa,0,0,0,0,0,0.6667,Nao,0.9256,Lara Junqueira Alvarenga,2025-09-03 14:27:48,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1403,Tarefa,0,0,0,0,0,0.6667,Nao,0.928,Lara Junqueira Alvarenga,2025-09-03 14:31:47,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1404,Tarefa,0,0,0,0,0,0.6667,Nao,0.8434,Lara Junqueira Alvarenga,2025-09-03 14:27:37,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1407,Tarefa,0,0,0,0,0,0.6667,Nao,5.738,Thaís Cabral,2025-09-08 12:47:30,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1410,Tarefa,0,0,0,0,0,0.6667,Nao,0.6883,Lara Junqueira Alvarenga,2025-09-03 14:31:43,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1412,Tarefa,0,0,0,0,0,0.6667,Nao,15.4871,Lara Junqueira Alvarenga,2025-09-18 20:36:33,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1414,Tarefa,0,0,0,0,0,0.6667,Nao,15.1152,Lara Junqueira Alvarenga,2025-09-18 20:36:35,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1415,Tarefa,0,0,0,0,0,0.6667,Nao,15.0815,Lara Junqueira Alvarenga,2025-09-18 20:36:37,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1417,Tarefa,0,0,0,0,0,0.6667,Nao,10.2414,Lara Junqueira Alvarenga,2025-09-18 20:36:45,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1424,Tarefa,0,0,0,0,0,0.6667,Nao,10.8713,Lara Junqueira Alvarenga,2025-09-19 14:14:44,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1433,Tarefa,0,0,0,0,0,0.6667,Nao,4.0243,Lara Junqueira Alvarenga,2025-09-12 18:41:08,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1434,Tarefa,0,0,0,0,0,0.6667,Nao,10.8274,Lara Junqueira Alvarenga,2025-09-19 14:14:49,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1437,Tarefa,0,0,0,0,0,0.6667,Nao,10.81,Lara Junqueira Alvarenga,2025-09-19 14:14:51,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1438,Tarefa,0,0,0,0,0,0.6667,Nao,3.9291,Lara Junqueira Alvarenga,2025-09-12 18:41:08,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1446,Tarefa,0,0,0,0,0,0.6667,Nao,2.8749,Lara Junqueira Alvarenga,2025-09-12 18:41:08,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1462,Tarefa,0,0,0,0,0,0.6667,Nao,3.7448,Lara Junqueira Alvarenga,2025-09-19 14:17:13,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1514,Tarefa,0,0,0,0,0,0.6667,Nao,17.3168,Lara Junqueira Alvarenga,2025-10-16 19:19:27,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1515,Tarefa,0,0,0,0,0,0.6667,Nao,14.0668,Lara Junqueira Alvarenga,2025-10-16 19:19:28,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1517,Tarefa,0,0,0,0,0,0.6667,Nao,15.8602,Lara Junqueira Alvarenga,2025-10-16 19:19:28,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1555,Tarefa,0,0,0,0,0,0.6667,Nao,24.9369,Thaís Cabral,2025-10-31 17:58:55,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1556,Tarefa,0,0,0,0,0,0.6667,Nao,13.018,Lorraine Caribe,2025-10-22 13:06:16,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1557,Tarefa,0,0,0,0,0,0.6667,Nao,20.9547,Thaís Cabral,2025-10-31 17:58:44,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1558,Tarefa,0,0,0,0,0,0.6667,Nao,8.0034,Lorraine Caribe,2025-10-22 13:07:31,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1559,Tarefa,0,0,0,0,0,0.6667,Nao,11.7501,Lorraine Caribe,2025-10-22 13:07:42,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1560,Tarefa,0,0,0,0,0,0.6667,Nao,8.9488,Lorraine Caribe,2025-10-22 13:08:04,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1561,Tarefa,0,0,0,0,0,0.6667,Nao,6.987,Lorraine Caribe,2025-10-22 13:07:53,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1562,Tarefa,0,0,0,0,0,0.6667,Nao,8.7225,Lorraine Caribe,2025-10-22 13:08:51,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1563,Tarefa,0,0,0,0,0,0.6667,Nao,8.1093,Lorraine Caribe,2025-10-22 13:08:19,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1564,Tarefa,0,0,0,0,0,0.6667,Nao,14.78,Lorraine Caribe,2025-10-22 13:15:58,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1565,Tarefa,0,0,0,0,0,0.6667,Nao,14.7671,Lorraine Caribe,2025-10-22 13:08:28,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
