Issue Key,Tipo de Problema,Rework Score,Reopen Count,Backward Moves,QA Returns,Revisitas Status,Conformance Score,Conforme Basico,Lead Time Fluxo (dias),Done Final Author,Done Final Date,Variant
W1NNR-1367,Problema,0,0,0,0,0,0.5,Nao,8.0655,Lara Junqueira Alvarenga,2025-09-03 14:51:08,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1368,Problema,0,0,0,0,0,0.5,Nao,6.707,Lara Junqueira Alvarenga,2025-09-01 14:44:10,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1369,Problema,0,0,0,0,0,0.5,Nao,6.6987,Lara Junqueira Alvarenga,2025-09-01 14:44:12,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1371,Problema,0,0,0,0,0,0.5,Nao,7.7727,Lara Junqueira Alvarenga,2025-09-03 14:58:59,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1373,Problema,0,0,0,0,0,0.5,Nao,5.7942,Lara Junqueira Alvarenga,2025-09-01 14:44:14,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1396,Problema,0,0,0,0,0,0.5,Nao,10.3039,Thaís Cabral,2025-09-12 02:58:47,in analytics > In Development > In Validation > QA Approved Staging > Ready for Production > Done
W1NNR-1418,Tarefa,0,0,0,0,0,0.5,Nao,148.0258,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-1419,Tarefa,0,0,0,0,0,0.5,Nao,167.0967,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-1431,Problema,0,0,0,0,0,0.5,Nao,10.8594,Lara Junqueira Alvarenga,2025-09-19 14:14:48,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1436,Tarefa,0,0,0,0,0,0.5,Nao,162.87,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-1461,Tarefa,0,0,0,0,0,0.5,Nao,158.9211,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-1465,Problema,0,0,0,0,0,0.5,Nao,3.7972,Lara Junqueira Alvarenga,2025-09-19 14:16:37,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1472,Problema,0,0,0,0,0,0.5,Nao,14.3101,Thaís Cabral,2025-10-03 21:14:44,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1473,Problema,0,0,0,0,0,0.5,Nao,7.0038,Lara Junqueira Alvarenga,2025-09-24 14:41:48,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1499,Tarefa,0,0,0,0,0,0.5,Nao,87.0531,Lorraine Caribe,2025-12-19 19:13:47,in analytics > In Development > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1508,Problema,0,0,0,0,0,0.5,Nao,8.2708,Thaís Cabral,2025-10-03 21:14:45,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1509,Problema,0,0,0,0,0,0.5,Nao,8.3119,Thaís Cabral,2025-10-03 21:14:45,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1511,Problema,0,0,0,0,0,0.5,Nao,8.1219,Thaís Cabral,2025-10-03 21:14:45,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1522,Problema,0,0,0,0,0,0.5,Nao,4.0308,Thaís Cabral,2025-10-03 21:14:46,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1546,Problema,0,0,0,0,0,0.5,Nao,99.1308,Lara Junqueira Alvarenga,2026-02-18 15:42:58,Cancelled > Done
W1NNR-1552,Problema,0,0,0,0,0,0.5,Nao,4.6833,Lara Junqueira Alvarenga,2025-10-08 13:27:34,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1640,Tarefa,0,0,0,0,0,0.5,Nao,0.0006,Gabriel Wiggert,2025-10-21 20:37:08,Cancelled > Done
W1NNR-168,Problema,0,0,0,0,0,0.5,Nao,1.3096,Lorraine Caribe,2024-08-22 01:16:41,In Validation > Done
W1NNR-1693,Problema,0,0,0,0,0,0.5,Nao,11.0837,Lara Junqueira Alvarenga,2025-11-03 15:12:27,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1717,Tarefa,0,0,0,0,0,0.5,Nao,92.095,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-1722,Tarefa,0,0,0,0,0,0.5,Nao,91.907,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-1745,Problema,0,0,0,0,0,0.5,Nao,2.0514,Lara Junqueira Alvarenga,2025-11-05 18:16:19,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1764,Problema,0,0,0,0,0,0.5,Nao,0.7373,Luciano Ilha Carbonell,2025-11-06 13:02:05,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1768,Tarefa,0,0,0,0,0,0.5,Nao,104.8063,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-1777,Problema,0,0,0,0,0,0.5,Nao,3.1722,Danilo Monreal,2025-11-13 21:20:08,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1787,Problema,0,0,0,0,0,0.5,Nao,20.0714,Thaís Cabral,2025-12-08 14:14:30,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1797,Tarefa,0,0,0,0,0,0.5,Nao,6.9096,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-1803,Tarefa,0,0,0,0,0,0.5,Nao,6.9089,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-1819,Problema,0,0,0,0,0,0.5,Nao,16.8148,Thaís Cabral,2025-12-08 14:14:31,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1855,Tarefa,0,0,0,0,0,0.5,Nao,61.1172,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-1880,Problema,0,0,0,0,0,0.5,Nao,2.0326,Thaís Cabral,2025-12-12 19:23:42,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1901,Tarefa,0,0,0,0,0,0.5,Nao,3.8844,Barbara Rossi,2026-01-09 18:52:50,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > Cancelled > Done
W1NNR-1990,Tarefa,0,0,0,0,0,0.5,Nao,40.1096,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-2120,Tarefa,0,0,0,0,0,0.5,Nao,7.9022,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-23,Problema,0,0,0,0,0,0.5,Nao,4.6292,Eder Afonso,2024-05-08 13:15:02,In Progress > Ready for Staging > Staging > Ready for Production > Production > Done
W1NNR-252,Problema,0,0,0,0,0,0.5,Nao,12.546,Lara Junqueira Alvarenga,2024-09-24 11:37:28,In Development > In Validation > In Staging > Ready for Production > Done
W1NNR-253,Problema,0,0,0,0,0,0.5,Nao,22.9967,Lara Junqueira Alvarenga,2024-10-10 12:40:59,in analytics > In Development > In Staging > Ready for Production > Done
W1NNR-26,Problema,0,0,0,0,0,0.5,Nao,11.9873,Eder Afonso,2024-05-28 13:44:58,In Progress > Ready for Staging > Staging > Ready for Production > Production > Done
W1NNR-27,Tarefa,0,0,0,0,0,0.5,Nao,11.667,Eder Afonso,2024-05-28 13:45:00,In Progress > Ready for Staging > Staging > Ready for Production > Production > Done
W1NNR-305,Problema,0,0,0,0,0,0.5,Nao,496.05,Lara Junqueira Alvarenga,2026-02-18 15:42:58,Cancelled > Done
W1NNR-318,Problema,0,0,0,0,0,0.5,Nao,11.5055,Lara Junqueira Alvarenga,2024-10-22 03:01:20,in analytics > In Development > In Staging > Ready for Production > Done
W1NNR-331,Problema,0,0,0,0,0,0.5,Nao,8.6168,Lara Junqueira Alvarenga,2024-11-06 12:54:17,in analytics > In Development > In Staging > Ready for Production > Done
W1NNR-36,Tarefa,0,0,0,0,0,0.5,Nao,50.1241,Lorraine Caribe,2024-07-24 20:13:35,In Progress > Ready for Staging > Staging > Ready for Production > Production > Done
W1NNR-361,Problema,0,0,0,0,0,0.5,Nao,34.3859,Lorraine Caribe,2024-12-23 23:38:04,in analytics > In Development > In Staging > Ready for Production > Done
W1NNR-37,Tarefa,0,0,0,0,0,0.5,Nao,63.1505,Lorraine Caribe,2024-07-24 20:13:35,In Progress > Ready for Staging > Staging > Ready for Production > Production > Done
W1NNR-374,Problema,0,0,0,0,0,0.5,Nao,0.0001,Barbara Rossi,2024-11-18 14:04:19,in analytics > In Development > In Staging > Ready for Production > Done
W1NNR-378,Problema,0,0,0,0,0,0.5,Nao,8.0725,Lorraine Caribe,2024-11-27 22:13:05,in analytics > In Development > In Staging > Ready for Production > Done
W1NNR-379,Problema,0,0,0,0,0,0.5,Nao,8.1709,Lorraine Caribe,2024-11-27 22:15:44,in analytics > In Development > In Staging > Ready for Production > Done
W1NNR-389,Tarefa,0,0,0,0,0,0.5,Nao,445.8396,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-39,Tarefa,0,0,0,0,0,0.5,Nao,0.7827,Eder Afonso,2024-05-28 13:45:04,In Progress > Ready for Staging > Staging > Ready for Production > Production > Done
W1NNR-391,Tarefa,0,0,0,0,0,0.5,Nao,394.0728,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-392,Tarefa,0,0,0,0,0,0.5,Nao,394.0726,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-393,Tarefa,0,0,0,0,0,0.5,Nao,394.0726,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-40,Tarefa,0,0,0,0,0,0.5,Nao,0.8196,Barbara Rossi,2024-06-04 13:07:24,In Progress > Staging > Production > Done
W1NNR-42,Tarefa,0,0,0,0,0,0.5,Nao,50.0685,Lorraine Caribe,2024-07-24 20:13:35,In Progress > Ready for Staging > Staging > Ready for Production > Production > Done
W1NNR-450,Problema,0,0,0,0,0,0.5,Nao,18.4239,Lorraine Caribe,2024-12-23 23:38:47,in analytics > In Development > In Staging > Ready for Production > Done
W1NNR-486,Tarefa,0,0,0,0,0,0.5,Nao,35.2106,Lorraine Caribe,2025-02-19 20:00:36,In Progress > Ready To Staging > Staging > QA Approved > Done
W1NNR-487,Tarefa,0,0,0,0,0,0.5,Nao,35.0418,Lorraine Caribe,2025-02-19 20:00:34,In Progress > Ready To Staging > Staging > QA Approved > Done
W1NNR-488,Tarefa,0,0,0,0,0,0.5,Nao,397.8415,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-489,Tarefa,0,0,0,0,0,0.5,Nao,387.1036,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-490,Tarefa,0,0,0,0,0,0.5,Nao,397.8413,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-491,Tarefa,0,0,0,0,0,0.5,Nao,397.8411,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-492,Tarefa,0,0,0,0,0,0.5,Nao,34.9802,Lorraine Caribe,2025-02-19 20:00:35,In Progress > Ready To Staging > Staging > QA Approved > Done
W1NNR-493,Tarefa,0,0,0,0,0,0.5,Nao,29.9819,Lorraine Caribe,2025-02-19 20:00:35,In Progress > Ready To Staging > Staging > QA Approved > Done
W1NNR-494,Tarefa,0,0,0,0,0,0.5,Nao,397.841,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-495,Tarefa,0,0,0,0,0,0.5,Nao,22.9667,Lorraine Caribe,2025-02-19 20:00:35,In Progress > Ready To Staging > Staging > QA Approved > Done
W1NNR-496,Tarefa,0,0,0,0,0,0.5,Nao,2.0664,Lorraine Caribe,2025-02-19 20:00:35,In Progress > Staging > QA Approved > Done
W1NNR-500,Problema,0,0,0,0,0,0.5,Nao,9.869,Lorraine Caribe,2025-01-27 19:49:46,in analytics > In Development > In Staging > Ready for Production > Done
W1NNR-502,Problema,0,0,0,0,0,0.5,Nao,10.1161,Lorraine Caribe,2025-01-27 21:45:10,in analytics > In Development > In Staging > Ready for Production > Done
W1NNR-503,Problema,0,0,0,0,0,0.5,Nao,10.2883,Lorraine Caribe,2025-01-27 21:45:13,in analytics > In Development > In Staging > Ready for Production > Done
W1NNR-505,Problema,0,0,0,0,0,0.5,Nao,8.9495,Lorraine Caribe,2025-01-27 21:44:49,in analytics > In Development > In Staging > Ready for Production > Done
W1NNR-51,Problema,0,0,0,0,0,0.5,Nao,5.9742,Igor Rezende,2024-06-25 13:38:02,In Progress > Ready for Staging > Production > Done
W1NNR-511,Problema,0,0,0,0,0,0.5,Nao,7.2098,Lorraine Caribe,2025-01-27 21:45:21,in analytics > In Development > In Staging > Ready for Production > Done
W1NNR-513,Problema,0,0,0,0,0,0.5,Nao,6.9369,Lorraine Caribe,2025-01-27 21:45:30,in analytics > In Development > In Staging > Ready for Production > Done
W1NNR-515,Problema,0,0,0,0,0,0.5,Nao,6.1407,Lorraine Caribe,2025-01-27 21:45:32,in analytics > In Development > In Staging > Ready for Production > Done
W1NNR-523,Problema,0,0,0,0,0,0.5,Nao,2.7204,Eder Afonso,2025-02-07 11:49:32,in analytics > Done
W1NNR-525,Tarefa,0,0,0,0,0,0.5,Nao,20.2197,Lorraine Caribe,2025-02-19 20:00:35,In Progress > Ready To Staging > Staging > QA Approved > Done
W1NNR-54,Tarefa,0,0,0,0,0,0.5,Nao,11.7628,Igor Rezende,2024-06-25 13:38:01,Staging > Ready for Production > Production > Done
W1NNR-55,Tarefa,0,0,0,0,0,0.5,Nao,11.7379,Igor Rezende,2024-06-25 13:38:01,Staging > Ready for Production > Production > Done
W1NNR-576,Tarefa,0,0,0,0,0,0.5,Nao,37.595,Lorraine Caribe,2025-04-02 13:00:07,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-577,Tarefa,0,0,0,0,0,0.5,Nao,37.5945,Lorraine Caribe,2025-04-02 13:00:27,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-578,Tarefa,0,0,0,0,0,0.5,Nao,37.5937,Lorraine Caribe,2025-04-02 13:00:27,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-579,Tarefa,0,0,0,0,0,0.5,Nao,37.5932,Lorraine Caribe,2025-04-02 13:00:27,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-580,Tarefa,0,0,0,0,0,0.5,Nao,37.5921,Lorraine Caribe,2025-04-02 13:00:28,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-581,Tarefa,0,0,0,0,0,0.5,Nao,37.5913,Lorraine Caribe,2025-04-02 13:00:28,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-582,Tarefa,0,0,0,0,0,0.5,Nao,37.5909,Lorraine Caribe,2025-04-02 13:00:28,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-583,Tarefa,0,0,0,0,0,0.5,Nao,37.5904,Lorraine Caribe,2025-04-02 13:00:28,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-584,Tarefa,0,0,0,0,0,0.5,Nao,37.5909,Lorraine Caribe,2025-04-02 13:01:44,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-585,Tarefa,0,0,0,0,0,0.5,Nao,37.5896,Lorraine Caribe,2025-04-02 13:01:19,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-586,Tarefa,0,0,0,0,0,0.5,Nao,37.5891,Lorraine Caribe,2025-04-02 13:01:13,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-587,Tarefa,0,0,0,0,0,0.5,Nao,37.589,Lorraine Caribe,2025-04-02 13:01:42,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-588,Tarefa,0,0,0,0,0,0.5,Nao,37.588,Lorraine Caribe,2025-04-02 13:01:09,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-589,Tarefa,0,0,0,0,0,0.5,Nao,37.5874,Lorraine Caribe,2025-04-02 13:00:45,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-590,Tarefa,0,0,0,0,0,0.5,Nao,37.5869,Lorraine Caribe,2025-04-02 13:00:45,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-591,Tarefa,0,0,0,0,0,0.5,Nao,37.5863,Lorraine Caribe,2025-04-02 13:00:46,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-592,Tarefa,0,0,0,0,0,0.5,Nao,37.586,Lorraine Caribe,2025-04-02 13:00:46,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-593,Tarefa,0,0,0,0,0,0.5,Nao,37.5856,Lorraine Caribe,2025-04-02 13:00:46,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-594,Tarefa,0,0,0,0,0,0.5,Nao,37.5704,Lorraine Caribe,2025-04-02 13:00:46,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-634,Tarefa,0,0,0,0,0,0.5,Nao,235.8363,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-636,Tarefa,0,0,0,0,0,0.5,Nao,235.8363,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-713,Tarefa,0,0,0,0,0,0.5,Nao,13.9784,Lorraine Caribe,2025-04-02 13:01:23,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-716,Tarefa,0,0,0,0,0,0.5,Nao,13.9768,Lorraine Caribe,2025-04-02 13:01:27,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-717,Tarefa,0,0,0,0,0,0.5,Nao,13.9731,Lorraine Caribe,2025-04-02 13:01:29,Backlog > In Progress > Ready To Staging > Staging > QA Approved > Ready for Production > Done
W1NNR-720,Problema,0,0,0,0,0,0.5,Nao,6.0744,Thaís Cabral,2025-03-25 15:24:33,in analytics > In Development > Ready for Production > Done
W1NNR-827,Problema,0,0,0,0,0,0.5,Nao,16.0768,Thaís Cabral,2025-04-25 22:10:05,in analytics > In Development > Ready for Production > Done
W1NNR-842,Problema,0,0,0,0,0,0.5,Nao,47.2175,Thaís Cabral,2025-06-02 19:18:52,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-887,Problema,0,0,0,0,0,0.5,Nao,282.1139,Lara Junqueira Alvarenga,2026-02-18 15:42:58,Cancelled > Done
W1NNR-895,Problema,0,0,0,0,0,0.5,Nao,9.2229,Thaís Cabral,2025-05-15 19:23:51,in analytics > In Development > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-906,Tarefa,0,0,0,0,0,0.5,Nao,264.0538,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-922,Tarefa,0,0,0,0,0,0.5,Nao,273.2058,Lara Junqueira Alvarenga,2026-02-11 17:55:45,In Progress > Ready to Homolog > Homolog > Done
W1NNR-956,Tarefa,0,0,0,0,0,0.5,Nao,181.1182,Lara Junqueira Alvarenga,2026-02-18 15:42:53,Cancelled > Done
W1NNR-991,Problema,0,0,0,0,0,0.5,Nao,6.2129,Lara Junqueira Alvarenga,2025-06-02 19:21:07,in analytics > In Development > In Validation > QA Approved Staging > Ready for Production > Done
W1NNR-1102,Tarefa,0,0,0,0,0,0.5455,Nao,16.2273,Lorraine Caribe,2025-07-11 03:09:07,in analytics > In Development > In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-921,Tarefa,0,0,0,0,0,0.5455,Nao,38.2233,Lorraine Caribe,2025-06-22 23:33:04,in analytics > Backlog > In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Ready for Production > Done
W1NNR-1516,Tarefa,0,0,0,0,0,0.5625,Nao,15.6578,Lorraine Caribe,2025-10-17 12:44:38,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1518,Tarefa,0,0,0,0,0,0.5625,Nao,17.0908,Lara Junqueira Alvarenga,2025-10-16 19:19:38,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1550,Tarefa,0,0,0,0,0,0.5625,Nao,13.0055,Lara Junqueira Alvarenga,2025-10-16 19:19:38,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1630,Tarefa,0,0,0,0,0,0.5625,Nao,7.0328,Lara Junqueira Alvarenga,2025-10-16 19:19:38,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1633,Tarefa,0,0,0,0,0,0.5625,Nao,2.281,Lara Junqueira Alvarenga,2025-10-16 19:19:38,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1634,Tarefa,0,0,0,0,0,0.5625,Nao,5.8731,Lara Junqueira Alvarenga,2025-10-16 19:19:39,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1639,Tarefa,0,0,0,0,0,0.5625,Nao,2.142,Lara Junqueira Alvarenga,2025-10-16 19:19:39,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1641,Tarefa,0,0,0,0,0,0.5625,Nao,14.9766,Lorraine Caribe,2025-11-05 18:26:50,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1653,Tarefa,0,0,0,0,0,0.5625,Nao,12.9705,Lorraine Caribe,2025-11-05 18:26:49,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1654,Tarefa,0,0,0,0,0,0.5625,Nao,12.8891,Lorraine Caribe,2025-11-05 18:26:53,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1655,Tarefa,0,0,0,0,0,0.5625,Nao,14.9762,Lorraine Caribe,2025-11-05 18:26:56,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1656,Tarefa,0,0,0,0,0,0.5625,Nao,12.8887,Lorraine Caribe,2025-11-05 18:26:57,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1657,Tarefa,0,0,0,0,0,0.5625,Nao,15.0114,Lorraine Caribe,2025-11-05 18:26:58,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1658,Tarefa,0,0,0,0,0,0.5625,Nao,13.0181,Lorraine Caribe,2025-11-05 18:26:52,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1659,Tarefa,0,0,0,0,0,0.5625,Nao,13.9245,Lorraine Caribe,2025-11-05 18:26:59,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1660,Tarefa,0,0,0,0,0,0.5625,Nao,12.0212,Lorraine Caribe,2025-11-05 18:26:51,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1661,Tarefa,0,0,0,0,0,0.5625,Nao,8.9934,Lorraine Caribe,2025-11-05 18:27:00,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1662,Tarefa,0,0,0,0,0,0.5625,Nao,13.0181,Lorraine Caribe,2025-11-05 18:27:01,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1663,Tarefa,0,0,0,0,0,0.5625,Nao,12.8889,Lorraine Caribe,2025-11-05 18:26:54,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1675,Tarefa,0,0,0,0,0,0.5625,Nao,1.9244,Lara Junqueira Alvarenga,2025-10-16 19:19:39,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1676,Tarefa,0,0,0,0,0,0.5625,Nao,1.9182,Lara Junqueira Alvarenga,2025-10-16 19:19:39,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1707,Tarefa,0,0,0,0,0,0.5625,Nao,8.9931,Lorraine Caribe,2025-11-05 18:27:02,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1738,Tarefa,0,0,0,0,0,0.5625,Nao,6.1632,Lorraine Caribe,2025-11-05 18:27:04,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1740,Tarefa,0,0,0,0,0,0.5625,Nao,5.9493,Lorraine Caribe,2025-11-05 18:27:05,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1743,Tarefa,0,0,0,0,0,0.5625,Nao,1.9754,Lorraine Caribe,2025-11-05 18:27:07,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1761,Tarefa,0,0,0,0,0,0.5625,Nao,0.1992,Lorraine Caribe,2025-11-05 18:27:08,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > QA Approved Staging > Done
W1NNR-1082,Tarefa,0,0,0,0,0,0.5714,Nao,1.9696,Lorraine Caribe,2025-06-22 23:35:52,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Staging > Done
W1NNR-1924,Tarefa,0,0,0,0,0,0.5833,Nao,17.7765,Lorraine Caribe,2026-01-06 12:56:02,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Done
W1NNR-1925,Tarefa,0,0,0,0,0,0.5833,Nao,17.7401,Lorraine Caribe,2026-01-06 12:56:04,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Done
W1NNR-1926,Tarefa,0,0,0,0,0,0.5833,Nao,14.9214,Lorraine Caribe,2026-01-06 12:56:05,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Done
W1NNR-1927,Tarefa,0,0,0,0,0,0.5833,Nao,13.7372,Lorraine Caribe,2026-01-06 12:56:07,In Progress > Ready to Homolog > Homolog > QA Approved Hml > Ready To Staging > Done
